wallet,final_score,score_longevity,score_activity_frequency,score_time_consistency,score_repayment_ratio,score_collateral_health,score_liquidation_penalty,score_asset_diversity,score_tx_size_volatility,score_borrow_activity,score_healthy_usage,raw_score,normalized_score
0xf10d2e49b103a59921be6e2159ffad012f5a8ff0,48.16384100538216,0.2959165398274987,0.06480909178973393,0.0,1.0,1.0,0.0,1.0,-0.2484375562135705,0.0,0.0,3.1122880754036624,48.16384100538216
0x77b175d193a19378031f4a81393fc0cbd5cf4079,46.88277663611792,0.08244783739218671,0.019937886407122872,0.0,1.0,1.0,0.0,1.0,-0.08617747609046551,0.0,0.0,3.016208247708844,46.88277663611792
0xedad8ce0f92c839913a1aa76de6a6d3d4d530d69,67.53151096816376,0.0004412417554540842,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,-0.10224458580983986,0.0,0.0,4.564863322612282,67.53151096816376
0x66462b8c3d871edff6a9e9b6c4af1860d0ec3eca,50.84107925968308,0.09819235159817352,0.011160649410287559,1.0,1.0,1.0,0.0,0.3333333333333333,-0.12960538986556427,0.0,0.0,3.3130809444762304,50.84107925968308
0x4b3fc5066b7efc3915f68d332a33fe357d60aac4,46.94059067125044,0.09446255073566717,0.06960792837526783,0.0,1.0,1.0,0.0,1.0,-0.14352617876715176,0.0,0.0,3.0205443003437833,46.94059067125044
0xfd6da1f0f214dafb65bc2ad2cfa53137015f34b6,52.10940983851625,0.05491701547437849,0.019955389081006986,1.0,1.0,1.0,0.0,0.3333333333333333,-0.0,0.0,0.0,3.408205737888719,52.10940983851625
0xbf7afefb1d601e9290b20e1e3359bd74ff4d1ce4,54.61019993311118,0.2619927701674277,0.004182903254385876,1.0,1.0,1.0,0.0,0.3333333333333333,-0.003744011771808561,0.0,0.0,3.5957649949833383,54.61019993311118
0xe71d51e803d03519618204dd07855a3a79728735,42.04675855775634,0.04091885464231355,0.04017306033630989,0.0,1.0,1.0,0.0,0.6666666666666666,-0.09425168981356427,0.0,0.0,2.6535068918317255,42.04675855775634
0xb18837ffefe43764cc80ff16d8b3df195bc47b30,64.44569888381531,9.408295281582952e-05,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,-0.0,0.0,0.0,4.333427416286149,64.44569888381531
0x942e78d0b8e03279b38a6a3513b2e88b776684c6,46.17214484138324,0.06557020547945205,0.025069856109471704,0.5507440090757275,1.0,1.0,0.0,0.3333333333333333,-0.011806540894241397,0.0,0.0,2.9629108631037435,46.17214484138324
0x322d597f19e773b301a3b428695eac15da4bdcbd,40.47283882660006,0.21916685692541854,0.025001280447522922,0.0,1.0,1.0,0.0,0.3333333333333333,-0.04203855871127034,0.0,0.0,2.5354629119950047,40.47283882660006
0x486b5e8eb913858ee99f484cf5d2465e45d0dccf,47.26993604145207,0.10495589167935057,0.03654503217479499,0.0,1.0,1.0,0.0,1.0,-0.09625572074524058,0.0,0.0,3.0452452031089052,47.26993604145207
0x79c1f23369b765d9d362d5d54820ace8a92fc946,38.40208084924636,0.06839618214104516,0.02403402594970101,0.0,1.0,1.0,0.0,0.3333333333333333,-0.04560747773060264,0.0,0.0,2.380156063693477,38.40208084924636
0xc964204f6952e0a8b645baacb82422a592467f0e,39.50349586496715,0.25531357813292743,0.03433864877764818,0.0,1.0,1.0,0.0,0.3333333333333333,-0.16022337037137319,0.0,0.0,2.462762189872536,39.50349586496715
0xdde841e585fd0a1f1ac7b67bcf693842856dc8a2,54.20361705378656,0.2285999492643328,0.0047939223717487055,1.0,1.0,1.0,0.0,0.3333333333333333,-0.0014559259354233937,0.0,0.0,3.5652712790339915,54.20361705378656
0x2deb443d4e350221205a300790fb1e1b358ed624,43.25506961011992,0.08959420979198376,0.018347565319845417,0.0,1.0,1.0,0.0,0.6666666666666666,-0.030478221019501928,0.0,0.0,2.744130220758994,43.25506961011992
0x94321722982d660ea6934651ac8cf6003f04c550,55.375947390612914,0.32798129122272957,0.003341319887098967,1.0,1.0,1.0,0.0,0.3333333333333333,-0.011459890147194098,0.0,0.0,3.653196054295968,55.375947390612914
0x17e5a662b373673475c51b6db9d79bd291dce573,61.107095930937795,0.10612078259766615,0.2323534904568035,0.8090997578885583,1.0,1.0,0.0,1.0,-0.06454183612269362,0.0,0.0,4.083032194820334,61.107095930937795
0x725cf8b0b8e45d8a1938ca633177699586508a78,44.98400875418369,0.06631681253170979,0.08262538330192645,0.26921182543154765,1.0,1.0,0.0,0.6666666666666666,-0.21102003136807362,0.0,0.0,2.873800656563777,44.98400875418369
0xdb8f75ea5329fe04d649464ecf64c5a3fa7451e1,56.160627192706535,0.024784405124302383,0.13265080264738657,0.6417751532440477,1.0,1.0,0.0,1.0,-0.08716332156274638,0.0,0.0,3.7120470394529903,56.160627192706535
0xf1cf0e4070fe576b3a60c00a70e0b20238fdd8c1,48.16233470718797,0.09339180618975139,0.02346866295170046,0.0,1.0,1.0,0.0,1.0,-0.004685366102353896,0.0,0.0,3.112175103039098,48.16233470718797
0x638848d41111b5f74706be8d79cde3e4247dd84b,80.52255099067686,2.0,0.0002727508370909444,1.0,1.0,1.0,0.0,0.6666666666666666,-0.1277480932029936,0.0,0.0,5.539191324300765,80.52255099067686
0x5acf1df3c99f6a510843929c59f352b620d272d7,46.95108441208144,0.0785339928970066,0.03488586185844738,0.0,1.0,1.0,0.0,1.0,-0.09208852384934577,0.0,0.0,3.0213313309061083,46.95108441208144
0x66e96e3784343d07147ffbe13bba1a8371dde623,49.866862621499514,0.07903884449518012,0.09012388423349564,0.4689216504877646,1.0,1.0,0.0,0.6666666666666666,-0.06473634927064349,0.0,0.0,3.2400146966124637,49.866862621499514
0xe9b80b4cf85d7709583dff27c1f51b289cd1e152,63.07012865007893,0.0821099695585997,0.34033876312069883,0.8789533841898148,1.0,1.0,0.0,1.0,-0.07114246811319333,0.0,0.0,4.230259648755919,63.07012865007893
0x08f4585ca519d9b5bc053a81c6a6e56a837da3db,50.675127530001475,0.0823191590563166,0.15975242072759926,0.7902384186789021,1.0,1.0,0.0,0.3333333333333333,-0.06500876704604071,0.0,0.0,3.3006345647501107,50.675127530001475
0x85d2b5d4a7491d71880def0e77dd5e88e1faa7b9,49.3740586631523,0.10030358954845257,0.09286874512752065,0.8173832523660715,1.0,1.0,0.0,0.3333333333333333,-0.14083452063895557,0.0,0.0,3.2030543997364225,49.3740586631523
0x3a5e01dde2116ad40e8708ca836015c0e2e1cde1,67.14326736013938,9.322678843226787e-06,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,-0.1309309373350573,0.0,0.0,4.535745052010453,67.14326736013938
0x478fa4c971a077038b4fc5c172c3af5552224ccc,56.24401870035738,0.10132454972095382,0.08111734130403012,0.6157681180522487,1.0,1.0,0.0,1.0,-0.07990860655042913,0.0,0.0,3.7183014025268033,56.24401870035738
0x18fe6d4af4d5d73f3ea442de64963d6f3e59df2d,52.906636166800325,0.08781693937087773,0.08111518941862753,0.6726078589996694,1.0,1.0,0.0,0.6666666666666666,-0.040208941945816826,0.0,0.0,3.4679977125100243,52.906636166800325
0x3a29267ca2418aa4e81a72d3c39f8854f648b369,42.169397022112506,0.07931408548959919,0.02763419395669923,0.0,1.0,1.0,0.0,0.6666666666666666,-0.1109101694545267,0.0,0.0,2.6627047766584377,42.169397022112506
0xe78adc56a703c7c6e82b1edf3eff81bd6846ef44,47.367436282870536,0.09300190258751902,0.03535058037960959,0.6557650187698413,1.0,1.0,0.0,0.3333333333333333,-0.06489311385501369,0.0,0.0,3.05255772121529,47.367436282870536
0xc1630d5a60ca5065266f401454d4afb0b0e21af8,48.7848914680654,0.06471784627092847,0.05926675035351323,0.7447286545171958,1.0,1.0,0.0,0.3333333333333333,-0.04317972437006606,0.0,0.0,3.1588668601049052,48.7848914680654
0x1ccb5cef2d364ee60eeae2b241ea7212d3c10287,46.570986321028286,0.09976090816844241,0.04943325937839711,0.056039523746692965,1.0,1.0,0.0,1.0,-0.21240971721641136,0.0,0.0,2.992823974077121,46.570986321028286
0x1492004547ff0efd778cc2c14e794b26b4701105,64.44395355168679,3.129756468797565e-05,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,-6.811452151226459e-05,0.0,0.0,4.3332965163765085,64.44395355168679
0xb313a7549a19ba3cf213852c52d210f60f18c66b,63.491889328981145,0.00042129629629629635,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,-0.07186292995604353,0.0,0.0,4.261891699673586,63.491889328981145
0x6501cbca37356d48da8d4327a3ef17faf0381097,66.64236878490928,0.0013161783358701168,0.832630640614836,1.0,1.0,1.0,0.0,0.6666666666666666,-0.0024358267491775406,0.0,0.0,4.498177658868196,66.64236878490928
0x04bed27e65dbd3cf254d7449085d807062ca66af,47.15556470433067,0.09581037544393708,0.022876236647254522,0.0,1.0,1.0,0.0,1.0,-0.08201925926639078,0.0,0.0,3.0366673528248005,47.15556470433067
0x360bf1f3b3dee9e66e6531b9ea76c75b8f0e130f,47.55520760289667,0.2879707952815829,0.03234726800695968,0.0,1.0,1.0,0.0,1.0,-0.25367749307129256,0.0,0.0,3.0666405702172503,47.55520760289667
0x3c3145f5de7af0fabc308ccac7821e06c9bb87d5,54.7814105262321,0.2720152524099442,0.004028782949668307,1.0,1.0,1.0,0.0,0.3333333333333333,-0.0007715792255390088,0.0,0.0,3.6086057894674073,54.7814105262321
0x9521f77aa4f5f3dd5c4b2da897c13b0c3d4e9791,56.67305292599579,2.0,0.01376608068095637,0.0,0.3109556509211192,0.01685419933890265,0.0,1.0,-0.09109696149129433,0.5,0.0,3.750478969449684,56.67305292599579
0xf149210c23a03641ed954ee8593950688a4aa1db,38.561843894109735,0.266642598934551,0.03287967985124228,0.0,1.0,1.0,0.0,0.3333333333333333,-0.24071732006089688,0.0,0.0,2.3921382920582297,38.561843894109735
0xebe6b012f7241e67cbb4dc0731f4c00e5574e29a,40.78391009264098,0.10562062404870624,0.08819365135406797,0.2060827973478836,1.0,1.0,0.0,0.3333333333333333,-0.1744371491359177,0.0,0.0,2.5587932569480736,40.78391009264098
0x725fe036c1eff9ac2ca9c6c41b425d2c7eb73b77,46.63912087818342,0.09907261542364283,0.02765371657629065,0.0,1.0,1.0,0.0,1.0,-0.12879226613617706,0.0,0.0,2.9979340658637565,46.63912087818342
0x2a89714e1514c3ddeee694f49b07b1ff9bbd2f4a,50.04254506480517,0.2643653602232369,0.008290726213400318,0.0,1.0,1.0,0.0,1.0,-0.019465206576249186,0.0,0.0,3.2531908798603877,50.04254506480517
0xe89047057fc79b317c584c4317ec0ee2163c1710,46.56948918403903,0.09844228817858955,0.02226462694509476,0.0,1.0,1.0,0.0,1.0,-0.12799522632075738,0.0,0.0,2.992711688802927,46.56948918403903
0x5d5db5cbc201f8341c9c4ed85fdac257631d7c4e,40.45673014043093,0.2849515157280568,0.005768825662282663,0.0,1.0,1.0,0.0,0.3333333333333333,-0.08979891419135341,0.0,0.0,2.5342547605323196,40.45673014043093
0xd289986c25ae3f4644949e25bc369e9d8e0caead,44.43866755772661,0.312853564180619,0.01751443065430791,0.0,1.0,1.0,0.0,0.6666666666666666,-0.16413459467209784,0.0,0.0,2.8329000668294957,44.43866755772661
0xa725b17b42d3b4f64fb9bd2435480384f5998663,52.11448107981227,0.09794089294774228,0.01118930385435256,1.0,1.0,1.0,0.0,0.3333333333333333,-0.033877449149508035,0.0,0.0,3.4085860809859203,52.11448107981227
0xe68e6a6a1f05ceeb15f60c2cb756a07974b2fdf5,52.09156347036396,0.06068715119228818,0.018058030232570292,1.0,1.0,1.0,0.0,0.3333333333333333,-0.005211254480895376,0.0,0.0,3.4068672602772967,52.09156347036396
0x6e279d7fecc9d4d4c629c881657095c5a605f3f5,50.868082274423344,0.037034912480974125,0.0295907385098289,1.0,1.0,1.0,0.0,0.3333333333333333,-0.08485281374238571,0.0,0.0,3.3151061705817506,50.868082274423344
0xd27be61d6b0161723229c3c1789de8003e7ba3b8,53.12978196327707,0.09112893201420598,0.3968485393421072,0.8440985214219576,1.0,1.0,0.0,0.3333333333333333,-0.18067567886582397,0.0,0.0,3.4847336472457804,53.12978196327707
0x0af5d0723708587ff94ad29f937d6da5d357748f,41.73368152736314,0.3371846144089295,0.08937829608328582,0.20026372985119045,1.0,1.0,0.0,0.3333333333333333,-0.330133859124504,0.0,0.0,2.6300261145522352,41.73368152736314
0x129a2f22bf1b4585cf79a4e1dcc845e7854238cb,45.33846856022989,0.30986941907661086,0.008841550210283582,0.0,1.0,1.0,0.0,0.6666666666666666,-0.08499249393631933,0.0,0.0,2.900385142017242,45.33846856022989
0xb8891cf12743dd0c1380758f2706b2c5a2c508be,51.59264627469857,0.02714573820395738,0.04037062476345337,1.0,1.0,1.0,0.0,0.3333333333333333,-0.03140122569835088,0.0,0.0,3.3694484706023933,51.59264627469857
0x03707875f6f936b65c186212db0985c0f76874a8,56.42373135462332,0.040589167935058346,0.026999578131591696,1.0,1.0,1.0,0.0,0.6666666666666666,-0.002475561136567373,0.0,0.0,3.731779851596749,56.42373135462332
0xda6786379ff88729264d31d472fa917f5e561443,52.196303726553275,0.3412515537798072,0.297053191087029,0.5713057197800926,1.0,1.0,0.0,0.6666666666666666,-0.46155435182210003,0.0,0.0,3.414722779491495,52.196303726553275
0xdb15485f9d4397a1687cb3f4b372acb9794a923d,63.24273857530483,3.614916286149163e-05,1.0,0.9999883084209656,1.0,1.0,0.0,0.3333333333333333,-0.09015239776929812,0.0,0.0,4.2432053931478615,63.24273857530483
0x6bc1f0288776139ecf9bee12b5a14a76e8d5c6c3,52.075290267089905,0.0545671930492136,0.2510415026228607,0.8608721163012566,1.0,1.0,0.0,0.3333333333333333,-0.09416737527492164,0.0,0.0,3.4056467700317428,52.075290267089905
0x29a155188b93d4366a03162bed54eaabed5ab210,49.293984693837686,0.32771340690005074,0.02842443518336644,0.0,1.0,1.0,0.0,1.0,-0.15908899004559074,0.0,0.0,3.1970488520378266,49.293984693837686
0x3e9a8f4ec87bc9e2170688c593f42b2934b92f71,64.44576610857433,9.91248097412481e-05,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,-0.0,0.0,0.0,4.333432458143075,64.44576610857433
0xb16d7fb2a3f13f3d295f4e5291eb0b28528ad255,54.01952795150308,0.08529978437341451,0.11562765100850776,0.7382409605340609,1.0,1.0,0.0,0.6666666666666666,-0.05437046621991842,0.0,0.0,3.5514645963627314,54.01952795150308
0x7b81df6cef3819e6646741466cfb1288f08c1332,50.31349668693549,0.020765569507864026,0.05277439708763513,1.0,1.0,1.0,0.0,0.3333333333333333,-0.1333610484086707,0.0,0.0,3.273512251520162,50.31349668693549
0x586e32930ac05127de429bd566eaa2758fcbd9bc,54.37338825612182,0.33468359969558603,0.35527318845976086,0.6168100840261244,1.0,1.0,0.0,0.3333333333333333,-0.06209608630566843,0.0,0.0,3.5780041192091363,54.37338825612182
0x8dbc169a6fb0fe34149a4ba21e51dc31d1f677ef,41.811400764407495,0.10117992135971587,0.02707776395335354,0.0,1.0,1.0,0.0,0.6666666666666666,-0.15906929464917413,0.0,0.0,2.635855057330562,41.811400764407495
0x52929847a44b243e7212a1ea8b505a436757d761,55.51856013235456,0.04917535514967022,0.02228535833901859,1.0,1.0,1.0,0.0,0.6666666666666666,-0.07423537022876407,0.0,0.0,3.6638920099265913,55.51856013235456
0xa18acaaf849e7a99cbf87c1e894e0e01fdd3b886,45.180321737432706,0.07693883181126332,0.10682743536260124,0.42091450205853176,1.0,1.0,0.0,0.3333333333333333,-0.049489972258276976,0.0,0.0,2.8885241303074527,45.180321737432706
0x392027fdc620d397ca27f0c1c3dcb592f27a4dc3,39.176759483777865,0.22013099315068493,0.009956711640407135,0.0,1.0,1.0,0.0,0.3333333333333333,-0.12516407684108616,0.0,0.0,2.4382569612833396,39.176759483777865
0xbe4cd69f7640de763441a599f704dfe7fb0f6940,53.73470280549875,0.10325646879756468,0.10082621481585212,0.43837111147817454,1.0,1.0,0.0,1.0,-0.11235108467918598,0.0,0.0,3.5301027104124056,53.73470280549875
0x691dae1d515919765cdf1f0877512d2fecefe508,40.81933148515724,0.3129761859462202,0.005252270588794326,0.0,1.0,1.0,0.0,0.3333333333333333,-0.09011192848155457,0.0,0.0,2.5614498613867935,40.81933148515724
0x94a3e341a9eb5c9e10c1d22b6e42ddefc2af576f,68.65727643102446,4.122272957889396e-06,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,-0.01737505661279088,0.0,0.0,4.649295732326833,68.65727643102446
0x2974f8a9c290c53ca2ad2bc9749f34d75145ac07,46.717191361835724,0.09633431633688484,0.07963136261730172,0.23425865520006628,1.0,1.0,0.0,0.6666666666666666,-0.07310164868324034,0.0,0.0,3.0037893521376793,46.717191361835724
0x9aaea404b29381b89d77612cd7cee706c4059542,44.70341532090218,0.32780885337392185,0.010029232581850261,0.0,1.0,1.0,0.0,0.6666666666666666,-0.15174860355477457,0.0,0.0,2.852756149067664,44.70341532090218
0xf641642a297d43f52fe405b7886970ece5a69efd,67.27770342195389,6.0882800608828005e-06,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,-0.12084499830018627,0.0,0.0,4.545827756646542,67.27770342195389
0x3528c164e3fca20e2333cf58ab4b1c99def83347,40.0155669583866,0.3324406709791984,0.07746773155546213,0.012491439740410004,1.0,1.0,0.0,0.3333333333333333,-0.2545656537294094,0.0,0.0,2.501167521878995,40.0155669583866
0x8cdbdb4a43cafa26211f02263821ca9a0332d76f,45.71234495966066,0.04130146499238965,0.06633483891920279,0.5620887231977513,1.0,1.0,0.0,0.3333333333333333,-0.07463248846812749,0.0,0.0,2.9284258719745497,45.71234495966066
0xa8bcfa67a0461a4db479be962e76b78b64391301,45.995350994836485,0.278679794520548,0.021628397102286343,0.0,1.0,1.0,0.0,0.6666666666666666,-0.017323533676764178,0.0,0.0,2.9496513246127365,45.995350994836485
0x7c4fe4a814d2915b792c9e1cd41b9176e8b79dc1,44.247880405913925,0.10494894723490614,0.09920022237866616,0.04715524535548943,1.0,1.0,0.0,1.0,-0.4327133845255178,0.0,0.0,2.818591030443544,44.247880405913925
0x9ce8f85083fcf364467a827cb15730102306ed1c,75.3523833078894,2.0,0.005790437795810666,0.0,1.0,0.231616291768,0.0,1.0,-0.0859779814721061,0.5,0.5,5.151428748091704,75.3523833078894
0xa68646b567edc5c6cef449d01e631f082123fe30,43.109183548972204,0.09524828767123288,0.04602247191011236,0.0,1.0,1.0,0.0,0.6666666666666666,-0.07474866007509594,0.0,0.0,2.7331887661729155,43.109183548972204
0x783ffb99fd2bbf44340ae1a5a5954d6ba31f47ab,37.87564593330537,0.036156900050735664,0.04546395332928742,0.0,1.0,1.0,0.0,0.3333333333333333,-0.07428074171545353,0.0,0.0,2.340673444997903,37.87564593330537
0xb7526726ee1031af7d700b0351ee5a20dd910177,53.490124157627406,0.00589900431253171,0.185775489031398,1.0,1.0,1.0,0.0,0.3333333333333333,-0.013248514855207663,0.0,0.0,3.5117593118220554,53.490124157627406
0x88d5b83a30aabe1482c37b2cfd803965d87846f6,42.71888805714917,0.26642624302384577,0.018509838945834203,0.0,1.0,1.0,0.0,0.6666666666666666,-0.2476861443501584,0.0,0.0,2.703916604286188,42.71888805714917
0xf0f21ab2012731542731df194cff6c77d29cb31a,47.84513031524077,0.02798912354134957,0.11746245744421721,0.6528121065873016,1.0,1.0,0.0,0.3333333333333333,-0.04321224726314386,0.0,0.0,3.088384773643058,47.84513031524077
0x491ca9055bd46d0f7f8d084460930fd973f3d51f,42.91614163108168,0.10136447234906139,0.027028464351520193,0.0,1.0,1.0,0.0,0.6666666666666666,-0.07634898103612228,0.0,0.0,2.718710622331126,42.91614163108168
0xe9b05bc1fa8684ee3e01460aac2e64c678b9da5d,39.0550761632201,0.10396210679857941,0.031623745748500326,0.0,1.0,1.0,0.0,0.3333333333333333,-0.03978847363890621,0.0,0.0,2.4291307122415073,39.0550761632201
0x091835ead9d069d1db83b267ee8c17669eb9ee75,40.35603729287237,0.2306673642820903,0.028505733727083444,0.0,1.0,1.0,0.0,0.3333333333333333,-0.06580363437707962,0.0,0.0,2.5267027969654277,40.35603729287237
0x53a6ee4f27c52ea4147c4ba9f9537cc4421c1484,69.69349927852994,0.004454147640791476,0.8611336551193883,0.9430043105456349,1.0,1.0,0.0,1.0,-0.08157966741606953,0.0,0.0,4.727012445889745,69.69349927852994
0x7d07167d55edda306f7efb9a43a15a9b899698a7,49.224131339219554,0.32275805428716386,0.008488482288840651,0.0,1.0,1.0,0.0,1.0,-0.13943668613453733,0.0,0.0,3.1918098504414667,49.224131339219554
0x4654f56a64301b9b582f843f97332d96ead11ff8,46.83557061150721,0.10133720192795537,0.059478623305181534,0.2559166460218254,1.0,1.0,0.0,0.6666666666666666,-0.07073134205858861,0.0,0.0,3.0126677958630403,46.83557061150721
0x342f79c1120ca514c6230f432229633e88300eff,49.89090125061556,0.10102952181633688,0.04881253281867581,0.13211777052579354,1.0,1.0,0.0,1.0,-0.04014223136463883,0.0,0.0,3.241817593796167,49.89090125061556
0x1d29ceb65719bcfc9cf544d5aa794d9a6e4fd7c8,50.195054177220555,0.0937388381532217,0.04676355852278032,0.16939116011574085,1.0,1.0,0.0,1.0,-0.04526449350020152,0.0,0.0,3.2646290632915416,50.195054177220555
0xdfe0f6d42433dcdd534bf736452db61335a72c28,57.21201490872462,0.33436792871638765,0.5850334962061721,0.6201864289996692,1.0,1.0,0.0,0.6666666666666666,-0.41535340243454993,0.0,0.0,3.790901118154346,57.21201490872462
